name,price,address,access,area,layout,yyyymm_construction,url
グランピア空港前6階角部屋,1280万円,福岡県福岡市博多区青木１,地下鉄空港線「福岡空港」徒歩15分,52.48m2（登記）,3DK,1986年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_78603950/
シティマンション高砂二号館,1998万円,福岡県福岡市中央区高砂２,地下鉄七隈線「渡辺通」徒歩13分,50.22m2（壁芯）,3DK,1984年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77581283/
グリーンハイツ輝国,2180万円,福岡県福岡市中央区輝国２-24-55,地下鉄七隈線「六本松」徒歩14分,76.98m2,3LDK,1980年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78462606/
東カン第二キャステール,2180万円,福岡県福岡市博多区比恵町1-18,地下鉄空港線「東比恵」徒歩10分,51.66m2（壁芯）,1LDK,1975年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_78142618/
大濠ハイツ,2299万円,福岡県福岡市中央区六本松３-16-28,地下鉄七隈線「桜坂」徒歩11分,71.28m2,3LDK,1977年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78217837/
警固ハウス,2350万円,福岡県福岡市中央区警固１,地下鉄七隈線「薬院大通」徒歩8分,66m2（壁芯）,2LDK,1980年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77759845/
朝日プラザ博多,2380万円,福岡県福岡市博多区博多駅前４,ＪＲ鹿児島本線「博多」徒歩10分,40.88m2（壁芯）,1LDK,1985年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_78607999/
エステムプラザ天神サウスイースト,2499万円,福岡県福岡市中央区清川３,地下鉄七隈線「渡辺通」徒歩15分,31.28m2（壁芯）,2K,2011年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78626110/
ビレッタ百道,2580万円,福岡県福岡市早良区百道１,地下鉄空港線「藤崎」徒歩12分,60.5m2（壁芯）,2LDK,1975年4月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_78232443/
アンピール空港通りⅡ,2780万円,福岡県福岡市博多区豊２,地下鉄空港線「東比恵」徒歩11分,60.73m2（18.37坪）（壁芯）,2LDK,2009年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_78487084/
ガーデンハイツ大濠,2790万円,福岡県福岡市中央区草香江１-7-9,地下鉄七隈線「六本松」徒歩8分,54.13m2,2LDK,1985年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78462792/
シティマンション平尾,2899万円,福岡県福岡市中央区平尾２-2-18,西鉄天神大牟田線「薬院」徒歩12分,68.78m2,2LDK,1984年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78012078/
赤坂パインマンション,2900万円,福岡県福岡市中央区赤坂１,地下鉄空港線「赤坂」徒歩7分,72m2（21.77坪）,3LDK,1981年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78180220/
藤和今泉コープ,2980万円,福岡県福岡市中央区今泉２-4-58,地下鉄七隈線「薬院大通」徒歩8分,69.6m2（21.05坪）（壁芯）,3LDK,1979年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78541566/
警固ハウス,2999万円,福岡県福岡市中央区警固１,地下鉄七隈線「薬院大通」徒歩8分,69.3m2（壁芯）,2LDK,1980年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78338335/
〇素敵な住環境〇ライオンズマンションマキシム浄水通り…,3000万円,福岡県福岡市中央区薬院４,地下鉄七隈線「薬院大通」徒歩4分,83.83m2（25.35坪）（壁芯）,2LDK,1981年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_76444240/
朝日プラザ大濠,3190万円,福岡県福岡市中央区草香江２,地下鉄七隈線「六本松」徒歩5分,69.12m2（壁芯）,3LDK,1983年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78066997/
ライオンズマンション薬院第2,3199万円,福岡県福岡市中央区薬院２-17-1,地下鉄七隈線「薬院大通」徒歩7分,81.48m2,3LDK,1980年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77750945/
ライオンズマンション薬院第2,3199万円,福岡県福岡市中央区薬院２,地下鉄七隈線「薬院大通」徒歩6分,81.48m2（壁芯）,3LDK,1980年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78330713/
シャンボール大名,3280万円,福岡県福岡市中央区大名２,地下鉄空港線「赤坂」徒歩2分,58.88m2（17.81坪）（壁芯）,1LDK,1982年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78174311/
ライオンズマンション西公園,3299万円,福岡県福岡市中央区荒戸２,地下鉄空港線「大濠公園」徒歩7分,85.37m2（壁芯）,3LDK,1979年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78338886/
オープンレジデンシア博多住吉,3490万円,福岡県福岡市博多区住吉２,ＪＲ鹿児島本線「博多」徒歩9分,34m2（壁芯）,1LDK,2023年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_75807654/
シティオ鳥飼,3780万円,福岡県福岡市城南区鳥飼５,地下鉄七隈線「六本松」徒歩5分,66.69m2（壁芯）,3LDK,1996年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_77963044/
星和今泉コーポラス,3980万円,福岡県福岡市中央区今泉２,地下鉄七隈線「薬院大通」徒歩7分,88m2（26.61坪）,3LDK,1982年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78533278/
エンゼルハイム大濠公園南,3984万円,福岡県福岡市城南区鳥飼６,地下鉄七隈線「別府」徒歩4分,69.03m2（20.88坪）（壁芯）,3LDK,1990年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_77201526/
アンピール百年橋　内装リフォーム済,4280万円,福岡県福岡市中央区清川３-9-23,地下鉄七隈線「渡辺通」徒歩15分,76.08m2（壁芯）,3LDK,1995年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77680927/
エンゼルハイム大濠公園南,4380万円,福岡県福岡市城南区鳥飼６,地下鉄七隈線「別府」徒歩4分,93.74m2（壁芯）,4LDK,1990年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_76627401/
エンゼルハイム大濠公園南,4390万円,福岡県福岡市城南区鳥飼６,地下鉄七隈線「別府」徒歩4分,69.03m2（壁芯）,3LDK,1990年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_78226473/
～オープンキッチンのある住まい～エンゼルハイム大濠公…,4390万円,福岡県福岡市城南区鳥飼６-1-26,地下鉄七隈線「別府」徒歩4分,69.03m2（20.88坪）（壁芯）,3LDK+S（納戸）,1990年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_78525909/
デュオヴェール薬院est,4499万円,福岡県福岡市中央区高砂１,西鉄天神大牟田線「薬院」徒歩7分,43.81m2（壁芯）,2LDK,2021年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78059410/
藤崎ロジュマン,4580万円,福岡県福岡市早良区昭代３-9-5,地下鉄空港線「藤崎」徒歩13分,82.76m2,4LDK,1988年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_78392749/
クリオ渡辺通アーバンマークス,4580万円,福岡県福岡市中央区清川２,地下鉄七隈線「渡辺通」徒歩10分,44.58m2（壁芯）,2LDK,2023年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78094320/
エンゼル西新サウスコート,4580万円,福岡県福岡市早良区曙２,地下鉄空港線「西新」徒歩12分,95.01m2（壁芯）,4LDK,2003年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_78294233/
ヒルズ平尾,4800万円,福岡県福岡市中央区平尾４,地下鉄七隈線「薬院大通」徒歩15分,80.79m2（24.43坪）,3LDK+S（納戸）,1998年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78348600/
ジョイナス天神タワー,4998万円,福岡県福岡市博多区対馬小路,地下鉄空港線「中洲川端」徒歩12分,76.69m2（壁芯）,2LDK+S（納戸）,1997年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_78037475/
アクセス別府リバーサイド,4998万円,福岡県福岡市城南区田島１,地下鉄七隈線「別府」徒歩9分,83.87m2（壁芯）,4LDK,2003年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_78571422/
オープンレジデンシア渡辺通南,5080万円,福岡県福岡市中央区清川２,地下鉄七隈線「渡辺通」徒歩10分,52.27m2（壁芯）,2LDK,2024年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77002522/
サンジュール西新,5490万円,福岡県福岡市早良区城西１,地下鉄空港線「西新」徒歩5分,101.7m2（壁芯）,4LDK,2000年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_77309914/
〇好立地・限定1戸〇ライオンズマンション天神南〇１L…,5770万円,福岡県福岡市中央区今泉２-1-32,地下鉄七隈線「薬院大通」徒歩10分,86.02m2（壁芯）,1LDK,1992年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78230383/
アソシアタワー大濠ベネフィス,5799万円,福岡県福岡市中央区荒戸３-2-40,地下鉄空港線「唐人町」徒歩7分,70.61m2,3LDK,2005年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77734195/
ＭＪＲ桜坂プレシャス,6100万円,福岡県福岡市中央区桜坂１,地下鉄七隈線「桜坂」徒歩1分,88.95m2（26.90坪）（壁芯）,3LDK,2005年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77280039/
クリオ渡辺通サザンマークス,6200万円,福岡県福岡市中央区清川３,地下鉄七隈線「渡辺通」徒歩15分,67m2（20.26坪）,3LDK,2024年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_76132933/
コモダス天神２,6499万円,福岡県福岡市中央区今泉２-4-59,西鉄天神大牟田線「薬院」徒歩9分,85.04m2（壁芯）,3LDK,1999年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77978138/
グランドサンリヤン大濠公園タワー,6500万円,福岡県福岡市中央区草香江１,地下鉄七隈線「六本松」徒歩9分,73.1m2（22.11坪）,2LDK,2009年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78348906/
ベルコリーヌ平尾,6500万円,福岡県福岡市中央区平尾４,地下鉄七隈線「薬院大通」徒歩12分,75.98m2（22.98坪）（壁芯）,3LDK,2016年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78602311/
デュ・レジア薬院テラス,6599万円,福岡県福岡市中央区高砂２,地下鉄七隈線「薬院」徒歩12分,63m2（19.05坪）,2LDK,2022年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78335200/
ルッシュ・西公園,6980万円,福岡県福岡市中央区荒戸３,地下鉄空港線「大濠公園」徒歩10分,101.94m2（壁芯）,3LDK,1990年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77740848/
コアマンション桜坂プレジオ弐番館,7200万円,福岡県福岡市中央区六本松３,地下鉄七隈線「六本松」徒歩4分,107.15m2（壁芯）,4LDK,2001年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78506013/
グランドステイツ大濠公園南,8490万円,福岡県福岡市中央区六本松３,地下鉄七隈線「六本松」徒歩3分,80.69m2（壁芯）,3LDK,2004年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77573449/
プレミスト天神赤坂タワー,8500万円,福岡県福岡市中央区大名２,地下鉄空港線「赤坂」徒歩3分,55.01m2（16.64坪）（壁芯）,1LDK,2019年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78477630/
ザ・パークハウス百道,8580万円,福岡県福岡市早良区百道２,地下鉄空港線「藤崎」徒歩3分,85.13m2（25.75坪）（壁芯）,3LDK,2020年4月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_77960655/
ライオンズマンション大濠パークサイド,8980万円,福岡県福岡市中央区鳥飼２,地下鉄空港線「唐人町」徒歩11分,96.85m2（壁芯）,3LDK,2003年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78585212/
ライオンズマンション大濠パークサイド,8980万円,福岡県福岡市中央区鳥飼２,地下鉄空港線「唐人町」徒歩10分,96.85m2（壁芯）,3LDK,2003年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78415509/
パークコート赤坂ヒルトップレジデンス,9980万円,福岡県福岡市中央区赤坂３,地下鉄七隈線「桜坂」徒歩9分,88.76m2（壁芯）,3LDK,2010年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78598929/
ＣＬＵＢ　ＴＨＥ．大濠二丁目,9980万円,福岡県福岡市中央区大濠２,地下鉄空港線「唐人町」徒歩7分,88.45m2（壁芯）,2LDK,2019年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_76537237/
アンピール・マキシム大濠 　【モデル家具設置、レイク…,9998万円,福岡県福岡市中央区荒戸２,地下鉄空港線「大濠公園」徒歩6分,108.56m2（32.83坪）（壁芯）,4LDK,2000年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77384531/
ライオンズマンション大濠パークサイド,1億480万円,福岡県福岡市中央区鳥飼２,地下鉄空港線「唐人町」徒歩10分,105.51m2（壁芯）,3LDK,2003年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78440079/
グランドメゾン福岡 The Central Luxe,1億3500万円,福岡県福岡市中央区渡辺通２,西鉄天神大牟田線「薬院」徒歩2分,74.76m2（22.61坪）（壁芯）,2LDK,2025年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78185359/
【ネクサス大濠】,2億8000万円,福岡県福岡市中央区草香江２,地下鉄七隈線「六本松」徒歩5分,148.68m2（44.97坪）（壁芯）,3LDK,2018年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78246732/
ブリリアタワー西新,3億3000万円,福岡県福岡市早良区西新４,地下鉄空港線「西新」徒歩1分,101.82m2（30.80坪）（壁芯）,2LDK,2021年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_77901688/
コレマツハイツ藤崎,1240万円,福岡県福岡市早良区弥生２,地下鉄空港線「藤崎」徒歩9分,55.62m2（16.82坪）（壁芯）,3DK,1982年4月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_76444778/
日商岩井福陵マンション,1298万円,福岡県福岡市早良区荒江３,地下鉄空港線「藤崎」徒歩15分,75.6m2（壁芯）,3LDK,1974年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_78418936/
東峰マンション博多駅東,1470万円,福岡県福岡市博多区比恵町7-27,地下鉄空港線「東比恵」徒歩8分,42.82m2（壁芯）,2DK,1985年4月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_76293295/
グランピア荒江Ⅱ,1500万円,福岡県福岡市城南区荒江１-33-13,地下鉄七隈線「別府」徒歩15分,64.8m2（壁芯）,2LDK,1982年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_77196348/
チサンマンション藤崎　　　　　　　　　　　　　　　　…,1580万円,福岡県福岡市早良区弥生２,地下鉄空港線「藤崎」徒歩10分,72.02m2（壁芯）,2LDK+S（納戸）,1979年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_76938928/
シャンボール藤崎,1580万円,福岡県福岡市早良区藤崎２,地下鉄空港線「藤崎」徒歩7分,46.6m2,2DK,1978年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_78411234/
ライオンズマンション西新,1650万円,福岡県福岡市早良区西新７-1-19,地下鉄空港線「藤崎」徒歩5分,45.97m2（13.90坪）（壁芯）,2DK,1982年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_78499319/
ライオンズマンション西新,1650万円,福岡県福岡市早良区西新７,地下鉄空港線「藤崎」徒歩5分,45.97m2（壁芯）,2DK,1982年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_78505536/
皐月マンシヨン博多　510,1699万円,福岡県福岡市博多区博多駅前３-7-3,ＪＲ博多南線「博多」徒歩6分,34.65m2（壁芯）,1LDK,1979年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_78330145/
