name,price,address,access,area,layout,yyyymm_construction,url
ファミール輝国,1580万円,福岡県福岡市中央区輝国２-8-20,地下鉄七隈線「六本松」徒歩14分,68m2（20.56坪）（壁芯）,3LDK,1984年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77795131/
シャンボール大濠,1780万円,福岡県福岡市中央区鳥飼３,地下鉄空港線「西新」徒歩10分,74.88m2（壁芯）,3LDK,1978年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78770984/
警固ハウス,2180万円,福岡県福岡市中央区警固１,地下鉄七隈線「薬院大通」徒歩8分,66m2（19.96坪）,3DK,1980年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78181177/
ライオンズマンション鳥飼,2190万円,福岡県福岡市城南区鳥飼６-15-33,地下鉄七隈線「別府」徒歩8分,62.69m2（壁芯）,2LDK,1979年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_78839026/
ライオンズマンション鳥飼,2280万円,福岡県福岡市城南区鳥飼６-15-33,地下鉄七隈線「別府」徒歩9分,62.69m2（18.96坪）,2LDK,1979年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_79102096/
Asobi+　エクセレンス天神,2430万円,福岡県福岡市中央区那の津１,地下鉄空港線「天神」徒歩10分,67.8m2（20.50坪）（壁芯）,2LDK,1980年10月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79016911/
西公園ハウス,2450万円,福岡県福岡市中央区西公園11-10,地下鉄空港線「大濠公園」徒歩14分,71.7m2（21.68坪）,2LDK,1986年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77529888/
ダイアパレス薬院 205,2480万円,福岡県福岡市中央区薬院２,地下鉄七隈線「薬院大通」徒歩4分,36.37m2（壁芯）,ワンルーム,1981年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78975688/
ハイライフ大濠,2880万円,福岡県福岡市中央区草香江２-12-4,地下鉄七隈線「六本松」徒歩10分,67.41m2（20.39坪）（壁芯）,3LDK,1982年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_76622293/
藤和今泉コープ,2980万円,福岡県福岡市中央区今泉２-4-58,地下鉄七隈線「薬院大通」徒歩8分,69.6m2（21.05坪）（壁芯）,3LDK,1979年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78541566/
ロマネスク大濠アネックス,2980万円,福岡県福岡市中央区鳥飼２,地下鉄空港線「唐人町」徒歩11分,61.5m2（壁芯）,2LDK,1987年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78407815/
ライオンズマンション薬院第2,2999万円,福岡県福岡市中央区薬院２-17-1,地下鉄七隈線「薬院大通」徒歩7分,81.48m2,3LDK,1980年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_77750945/
〇素敵な住環境〇ライオンズマンションマキシム浄水通り…,3000万円,福岡県福岡市中央区薬院４,地下鉄七隈線「薬院大通」徒歩4分,83.83m2（25.35坪）（壁芯）,2LDK,1981年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_76444240/
ライオンズマンション西新,3180万円,福岡県福岡市早良区西新７,地下鉄空港線「藤崎」徒歩3分,66.36m2（壁芯）,2LDK,1982年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_77933473/
朝日プラザ天神,3180万円,福岡県福岡市中央区舞鶴１,地下鉄空港線「天神」徒歩5分,57.33m2（壁芯）,1LDK,1986年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78975782/
ロマネスク大濠アネックス,3299万円,福岡県福岡市中央区鳥飼２-6-15,地下鉄空港線「唐人町」徒歩14分,59.65m2,2LDK,1987年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79090280/
ライオンズマンション警固南,3380万円,福岡県福岡市中央区薬院２,地下鉄七隈線「薬院大通」徒歩6分,67.43m2（壁芯）,2LDK,1983年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78082979/
アンピール西公園,3380万円,福岡県福岡市中央区荒戸１,地下鉄空港線「大濠公園」徒歩5分,73.18m2（22.13坪）（壁芯）,3LDK+S（納戸）,1982年4月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79135091/
ロイヤルマンション別府６,3390万円,福岡県福岡市城南区別府６,地下鉄七隈線「別府」徒歩6分,82.27m2（24.88坪）,3LDK,1994年11月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_79025486/
ライオンズヒルズ桜坂,3398万円,福岡県福岡市中央区桜坂３,地下鉄七隈線「桜坂」徒歩3分,68.25m2（壁芯）,3LDK,1986年12月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78915180/
オープンレジデンシア天神今泉,3490万円,福岡県福岡市中央区今泉２,地下鉄七隈線「薬院大通」徒歩6分,34.12m2（10.32坪）,1LDK,2023年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79053066/
ライオンズミレス西新,3690万円,福岡県福岡市早良区城西３-19-2,地下鉄空港線「西新」徒歩4分,33.71m2,1LDK,2022年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_78634135/
星和今泉コーポラス,3780万円,福岡県福岡市中央区今泉２,地下鉄七隈線「薬院大通」徒歩7分,88m2（26.61坪）,3LDK,1982年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78533278/
パーク・サンリヤン博多の森Ⅳ番館,3799万円,福岡県糟屋郡志免町別府西２-23-4,地下鉄空港線「福岡空港」徒歩12分,95.8m2（28.97坪）（壁芯）,4LDK,2012年2月,https://suumo.jp//ms/chuko/fukuoka/sc_kasuyagunshime/nc_78888118/
オープンレジデンシア博多住吉,3890万円,福岡県福岡市博多区住吉２,ＪＲ鹿児島本線「博多」徒歩9分,38.65m2（壁芯）,1LDK,2023年8月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_78671217/
サンシティ鳥飼,4199万円,福岡県福岡市城南区鳥飼４-9-3,地下鉄七隈線「別府」徒歩11分,68.48m2,3LDK,1994年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_79090720/
グランド・ルー城南区役所前　リフォーム済　ペット飼育…,4235万円,福岡県福岡市城南区別府３-4-30,地下鉄七隈線「別府」徒歩2分,65.31m2（壁芯）,3LDK,2000年9月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_79120715/
エンゼルハイム大濠公園南,4280万円,福岡県福岡市城南区鳥飼６,地下鉄七隈線「別府」徒歩4分,93.74m2（壁芯）,4LDK,1990年5月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashijonan/nc_76627401/
アンピール天神東,4280万円,福岡県福岡市中央区春吉２-5-1,地下鉄七隈線「渡辺通」徒歩8分,65.04m2（19.67坪）（壁芯）,2LDK,2004年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78778634/
アンピール天神東,4280万円,福岡県福岡市中央区春吉２,地下鉄七隈線「渡辺通」徒歩9分,65.04m2（19.67坪）（壁芯）,2LDK,2004年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78802812/
トラスト福岡空港駅レジデンス,4298万円,福岡県糟屋郡志免町別府北４-1-47,地下鉄空港線「福岡空港」徒歩12分,67.85m2（20.52坪）（壁芯）,3LDK,2024年5月,https://suumo.jp//ms/chuko/fukuoka/sc_kasuyagunshime/nc_79031976/
藤崎ロジュマン,4480万円,福岡県福岡市早良区昭代３,地下鉄空港線「藤崎」徒歩10分,82.76m2（壁芯）,4LDK,1988年3月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_79055759/
ロワールマンション西公園東,4499万円,福岡県福岡市中央区港２-5-3,地下鉄空港線「大濠公園」徒歩7分,67.8m2（20.50坪）（壁芯）,3LDK,1999年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79202923/
モントーレ東比恵クレア,4499万円,福岡県福岡市博多区東比恵３,地下鉄空港線「東比恵」徒歩2分,42.77m2（壁芯）,1LDK,2019年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_79204532/
ロワールマンション西公園東,4499万円,福岡県福岡市中央区港２,地下鉄空港線「大濠公園」徒歩6分,67.8m2（壁芯）,3LDK,1999年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79205186/
天神ロイアルハイツ,4590万円,福岡県福岡市中央区天神５,地下鉄空港線「天神」徒歩10分,92.07m2（壁芯）,3LDK,1981年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_79182868/
デュオヴェール西新,4680万円,福岡県福岡市早良区祖原,地下鉄空港線「西新」徒歩6分,43.5m2（壁芯）,2LDK,2021年7月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_78829131/
トラスト福岡空港駅レジデンス,5298万円,福岡県糟屋郡志免町別府北４,地下鉄空港線「福岡空港」徒歩14分,79.35m2（24.00坪）（壁芯）,4LDK,2024年5月,https://suumo.jp//ms/chuko/fukuoka/sc_kasuyagunshime/nc_78810145/
ロイヤルアーク藤崎南,5298万円,福岡県福岡市早良区原１,地下鉄空港線「藤崎」徒歩13分,84.98m2（壁芯）,3LDK,2001年2月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashisawara/nc_79060702/
モントーレ舞鶴ベイレジデンス,5380万円,福岡県福岡市中央区港１,地下鉄空港線「大濠公園」徒歩10分,59.1m2（17.87坪）,2LDK,2019年6月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashichuo/nc_78952103/
クレアランドマーク,5480万円,福岡県福岡市博多区冷泉町,地下鉄空港線「祇園」徒歩3分,53.54m2（壁芯）,2LDK,2001年1月,https://suumo.jp//ms/chuko/fukuoka/sc_fukuokashihakata/nc_78967628/
